               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 171,            0.088803,             0.13046,                   0,             0.91819,             0.83506,             0.89712,              0.4001,            0.077579,             0.14051,                   0,            0.003268,            0.003268,            0.003268
                 172,            0.086214,             0.12371,                   0,             0.93354,             0.82365,             0.89561,             0.40561,            0.077535,             0.14359,                   0,           0.0032284,           0.0032284,           0.0032284
                 173,            0.087921,             0.12616,                   0,              0.9144,             0.85325,             0.90406,             0.43503,            0.075945,             0.13877,                   0,           0.0031888,           0.0031888,           0.0031888
                 174,             0.08879,             0.12893,                   0,             0.90969,             0.85996,             0.90352,             0.40619,            0.076897,             0.13811,                   0,           0.0031492,           0.0031492,           0.0031492
                 175,            0.088106,             0.13338,                   0,              0.9019,             0.85166,             0.90394,             0.42209,            0.076352,              0.1385,                   0,           0.0031096,           0.0031096,           0.0031096
                 176,            0.086221,             0.12539,                   0,              0.9254,             0.84129,             0.91178,             0.41429,            0.076851,             0.14104,                   0,             0.00307,             0.00307,             0.00307
                 177,            0.085465,             0.12066,                   0,             0.91439,               0.861,             0.90945,             0.41788,            0.076292,             0.13761,                   0,           0.0030304,           0.0030304,           0.0030304
                 178,            0.085977,             0.12412,                   0,                0.92,              0.8444,             0.90725,             0.41977,            0.077417,             0.13804,                   0,           0.0029908,           0.0029908,           0.0029908
                 179,            0.085586,              0.1262,                   0,             0.92119,             0.85685,             0.91074,             0.44527,            0.075067,             0.13689,                   0,           0.0029512,           0.0029512,           0.0029512
                 180,            0.086897,             0.12563,                   0,             0.91881,             0.84523,              0.9036,             0.40384,            0.077776,             0.13906,                   0,           0.0029116,           0.0029116,           0.0029116
                 181,            0.086857,             0.12816,                   0,             0.91623,             0.83956,             0.90299,             0.42429,            0.076315,             0.13824,                   0,            0.002872,            0.002872,            0.002872
                 182,            0.088704,             0.12764,                   0,             0.92438,             0.84025,              0.9063,              0.4303,            0.076386,              0.1384,                   0,           0.0028324,           0.0028324,           0.0028324
                 183,            0.084854,             0.12353,                   0,             0.92821,             0.84336,             0.91233,             0.42514,            0.076278,             0.13837,                   0,           0.0027928,           0.0027928,           0.0027928
                 184,            0.086176,             0.12282,                   0,             0.92152,             0.85264,             0.90966,             0.44196,             0.07554,             0.13816,                   0,           0.0027532,           0.0027532,           0.0027532
                 185,            0.085366,             0.12348,                   0,             0.92382,              0.8444,             0.90897,             0.42672,            0.076017,             0.13972,                   0,           0.0027136,           0.0027136,           0.0027136
                 186,            0.085948,             0.12541,                   0,             0.92815,             0.84424,             0.91285,             0.41304,            0.076739,             0.14059,                   0,            0.002674,            0.002674,            0.002674
                 187,            0.088389,             0.13344,                   0,             0.93122,             0.85581,             0.91302,             0.41144,            0.076782,              0.1395,                   0,           0.0026344,           0.0026344,           0.0026344
                 188,            0.085421,             0.12525,                   0,             0.93557,             0.85855,             0.91912,             0.43809,            0.075582,             0.13771,                   0,           0.0025948,           0.0025948,           0.0025948
                 189,            0.084454,              0.1219,                   0,             0.93127,             0.85742,             0.91708,             0.43606,            0.075847,             0.13981,                   0,           0.0025552,           0.0025552,           0.0025552
                 190,            0.084678,             0.12553,                   0,             0.92078,             0.84544,             0.90532,             0.40737,            0.077077,              0.1403,                   0,           0.0025156,           0.0025156,           0.0025156
                 191,            0.085012,              0.1223,                   0,             0.92692,             0.82885,             0.90062,             0.42126,            0.076152,             0.14175,                   0,            0.002476,            0.002476,            0.002476
                 192,            0.086715,             0.12623,                   0,             0.91551,             0.85426,             0.90753,             0.43032,             0.07592,             0.13876,                   0,           0.0024364,           0.0024364,           0.0024364
                 193,            0.085606,              0.1242,                   0,             0.91814,             0.85685,             0.91347,             0.42302,            0.076388,             0.13983,                   0,           0.0023968,           0.0023968,           0.0023968
                 194,            0.085845,             0.12432,                   0,             0.93046,             0.86053,             0.91079,             0.41934,             0.07603,             0.13916,                   0,           0.0023572,           0.0023572,           0.0023572
                 195,             0.08635,             0.12229,                   0,             0.93012,             0.83921,             0.91366,             0.40978,             0.07634,               0.139,                   0,           0.0023176,           0.0023176,           0.0023176
                 196,            0.084387,             0.11799,                   0,             0.93123,             0.83402,             0.91468,             0.42568,            0.076041,             0.13933,                   0,            0.002278,            0.002278,            0.002278
                 197,            0.087524,             0.12524,                   0,             0.92448,             0.85087,             0.91242,             0.42632,            0.075892,             0.13843,                   0,           0.0022384,           0.0022384,           0.0022384
                 198,            0.084383,             0.12478,                   0,             0.92541,             0.85062,             0.91109,             0.43594,            0.075749,             0.13922,                   0,           0.0021988,           0.0021988,           0.0021988
                 199,            0.086734,             0.12744,                   0,             0.92057,             0.84025,             0.90734,              0.4206,            0.076185,             0.14004,                   0,           0.0021592,           0.0021592,           0.0021592
                 200,            0.084583,              0.1235,                   0,             0.91774,             0.85062,             0.91259,             0.42787,            0.076105,             0.13841,                   0,           0.0021196,           0.0021196,           0.0021196
                 201,            0.088495,             0.12728,                   0,             0.92997,             0.84959,              0.9105,             0.43798,            0.075408,              0.1392,                   0,             0.00208,             0.00208,             0.00208
                 202,             0.08479,             0.12328,                   0,             0.93254,             0.82884,             0.90642,             0.40262,            0.076923,             0.14242,                   0,           0.0020404,           0.0020404,           0.0020404
                 203,            0.086483,             0.12563,                   0,              0.9262,             0.85685,             0.90931,             0.43202,              0.0757,              0.1397,                   0,           0.0020008,           0.0020008,           0.0020008
